id_municipio,nome_municipio,capital,regiao_metropolitana,sigla_uf,nome_uf,domicilios,populacao,area,taxa_alfabetizacao,idade_mediana,razao_sexo,indice_envelhecimento,populacao_indigena,populacao_indigena_terra_indigena,populacao_quilombola,populacao_quilombola_territorio_quilombola
4108700,Grandes Rios,0,Região Metropolitana de Apucarana,PR,Paraná,2121,5606,314,86.217,40,100.18,80.37,3,0,0,0
4112900,Jundiaí do Sul,0,,PR,Paraná,1251,3333,321,8.977,40,104.73,82.36,0,0,0,0
4112405,Japurá,0,,PR,Paraná,3472,9144,165,94.483,40,96.65,99.12,0,0,0,0
4107504,Engenheiro Beltrão,0,Região Metropolitana de Campo Mourão,PR,Paraná,4798,12423,467,91.465,40,94.41,90.51,8,0,0,0
4112504,Jardim Alegre,0,Região Metropolitana de Apucarana,PR,Paraná,4569,11999,413,88.782,40,100.43,88.76,7,0,0,0
4125753,São Pedro do Iguaçu,0,Região Metropolitana de Toledo,PR,Paraná,2206,5738,308,91.187,40,101.18,82.15,1,0,0,0
4102752,Bela Vista da Caroba,0,,PR,Paraná,1461,4031,148,91.888,40,101.95,78.32,2,0,0,0
4128807,Xambrê,0,Região Metropolitana de Umuarama,PR,Paraná,2200,5787,360,91.006,40,93.78,88.28,3,0,0,0
4100509,Altônia,0,Região Metropolitana de Umuarama,PR,Paraná,7197,18663,662,92.758,40,95.62,92.56,17,0,0,0
4101101,Andirá,0,,PR,Paraná,7475,19784,236,91.936,40,94.39,88.77,21,0,0,0
4101903,Assaí,0,Região Metropolitana de Londrina,PR,Paraná,5145,13673,440,93.475,40,92.32,96.11,1,0,0,0
4106555,Corumbataí do Sul,0,Região Metropolitana de Campo Mourão,PR,Paraná,1468,3757,164,87.244,40,100.64,87.04,8,0,0,0
4103479,Cafezal do Sul,0,Região Metropolitana de Umuarama,PR,Paraná,1730,4464,335,86.945,40,95.84,89.05,4,0,0,0
4126652,Sulina,0,,PR,Paraná,1340,3438,171,94.212,40,105.37,86.06,0,0,0,0
4122651,Rosário do Ivaí,0,Região Metropolitana de Apucarana,PR,Paraná,2079,5409,377,85.888,40,100.55,88.1,0,0,0,0
4114708,Maria Helena,0,Região Metropolitana de Umuarama,PR,Paraná,2278,5859,486,90.304,40,98.88,83.75,9,0,0,0
4125357,São Jorge do Patrocínio,0,Região Metropolitana de Umuarama,PR,Paraná,2513,6493,406,90.424,40,100.18,90.58,3,0,0,0
4109203,Guaraci,0,Região Metropolitana de Londrina,PR,Paraná,1815,4728,212,91.963,40,96.44,85.37,4,0,0,0
3303401,Nova Friburgo,0,,RJ,Rio de Janeiro,76597,189322,935,96.387,40,91.56,92.58,132,0,0,0
3301801,Engenheiro Paulo de Frontin,0,,RJ,Rio de Janeiro,4791,12201,139,94.982,40,90.92,98.06,10,0,0,0
3305901,Trajano de Moraes,0,,RJ,Rio de Janeiro,3895,10248,591,89.016,40,101.84,84.21,8,0,0,0
3305133,São José de Ubá,0,,RJ,Rio de Janeiro,2682,7067,250,89.855,40,96.23,88.3,0,0,0,0
3301876,Iguaba Grande,0,,RJ,Rio de Janeiro,10312,27911,51,96.835,40,89.39,98.69,34,0,0,0
3305307,São Sebastião do Alto,0,,RJ,Rio de Janeiro,2926,7742,397,89.017,40,97.2,85.11,0,0,4,0
4302006,Barros Cassal,0,,RS,Rio Grande do Sul,3695,9254,648,8.843,40,103.28,86.37,6,0,0,0
4304507,Canguçu,0,,RS,Rio Grande do Sul,19317,49565,3526,9.395,40,101.1,105.04,33,0,1178,0
4314001,Paraí,0,,RS,Rio Grande do Sul,2654,7194,122,98.246,40,99.56,102.43,1,0,0,0
4318481,São José do Hortêncio,0,,RS,Rio Grande do Sul,1693,4444,64,98.271,40,102.78,94.91,1,0,0,0
4321105,Tapes,0,,RS,Rio Grande do Sul,6011,14661,805,94.331,40,93.43,100.94,18,0,51,0
4304952,Caseiros,0,,RS,Rio Grande do Sul,1110,2998,236,94.254,40,103.25,93.41,4,0,0,0
4312625,Muliterno,0,,RS,Rio Grande do Sul,605,1712,111,94.398,40,106.85,94.54,274,273,0,0
4307302,Erval Seco,0,,RS,Rio Grande do Sul,2609,6778,357,92.882,40,102.48,96.17,26,11,0,0
4303004,Cachoeira do Sul,0,,RS,Rio Grande do Sul,31796,79475,3736,95.213,40,92.17,98.59,134,0,217,94
4304622,Capão Bonito do Sul,0,,RS,Rio Grande do Sul,691,1733,527,93.519,40,110.06,97.99,0,0,0,0
4311502,Lavras do Sul,0,,RS,Rio Grande do Sul,2926,7082,2601,93.559,40,98.25,88.42,3,0,22,0
4311700,Machadinho,0,,RS,Rio Grande do Sul,2298,5734,335,93.316,40,100.59,97.52,4,0,0,0
4307815,Estrela Velha,0,,RS,Rio Grande do Sul,1161,3070,282,95.422,40,104.67,85.45,30,0,3,0
4308300,Fontoura Xavier,0,,RS,Rio Grande do Sul,3703,9543,583,88.544,40,103.41,86.54,1,0,0,0
4309001,Giruá,0,,RS,Rio Grande do Sul,6131,15927,857,95.452,40,95.81,100.58,0,0,25,0
4322327,Turuçu,0,,RS,Rio Grande do Sul,1205,3413,254,94.238,40,102.67,97.58,3,0,65,0
4315750,Riozinho,0,,RS,Rio Grande do Sul,1727,4423,239,93.561,40,102.95,95.14,0,0,0,0
4305900,Coronel Bicaco,0,,RS,Rio Grande do Sul,2329,6137,492,91.472,40,98.58,85.47,40,0,0,0
4317400,Santiago,0,,RS,Rio Grande do Sul,19645,48669,2414,96.729,40,92.48,102.3,42,0,0,0
4302238,Boa Vista do Incra,0,,RS,Rio Grande do Sul,839,2270,504,97.017,40,101.87,80.33,1,0,0,0
4314779,Pontão,0,,RS,Rio Grande do Sul,1259,3296,503,96.168,40,103.58,89,11,0,0,0
4319000,São Marcos,0,Região Metropolitana da Serra Gaúcha,RS,Rio Grande do Sul,8225,21072,256,97.964,40,93.5,95.13,26,0,0,0
4310538,Itaara,0,,RS,Rio Grande do Sul,2115,5541,173,96.271,40,100.58,97.86,2,0,0,0
4310876,Jacuizinho,0,,RS,Rio Grande do Sul,784,2040,339,899,40,112.94,98.85,3,0,58,49
4315800,Roca Sales,0,,RS,Rio Grande do Sul,4049,10351,208,97.597,40,95.17,105.46,7,0,0,0
4320305,Selbach,0,,RS,Rio Grande do Sul,1979,5082,176,97.205,40,97.18,102.71,0,0,0,0
4309902,Ibiraiaras,0,,RS,Rio Grande do Sul,2525,6776,292,95.482,40,100.77,105.15,455,447,0,0
4317806,Santo Augusto,0,,RS,Rio Grande do Sul,5471,13897,468,93.957,40,96.25,90.59,7,0,0,0
4300661,André da Rocha,0,,RS,Rio Grande do Sul,437,1135,331,95.666,40,109.41,107.41,6,0,0,0
4312153,Mato Leitão,0,,RS,Rio Grande do Sul,1883,4843,47,96.667,40,97.2,89.74,1,0,0,0
4314308,Pejuçara,0,,RS,Rio Grande do Sul,1375,3742,414,96.998,40,98.88,104.72,3,0,0,0
4315107,Porto Xavier,0,,RS,Rio Grande do Sul,3927,9922,281,93.363,40,97.85,87.49,0,0,0,0
4301750,Barão do Triunfo,0,,RS,Rio Grande do Sul,2409,5878,436,92.184,40,111.3,91.35,1,0,0,0
4311775,Maquiné,0,Aglomeração Urbana do Litoral Norte,RS,Rio Grande do Sul,2907,7402,614,9.533,40,103.9,97.96,0,0,336,328
4320263,Segredo,0,,RS,Rio Grande do Sul,2321,5999,245,91.667,40,106.42,90.46,0,0,0,0
4323770,Westfalia,0,,RS,Rio Grande do Sul,1112,3094,64,98.954,40,101.43,94,0,0,0,0
4315313,Quatro Irmãos,0,,RS,Rio Grande do Sul,577,1552,269,94.331,40,100.78,82.98,0,0,0,0
4310330,Imbé,0,Aglomeração Urbana do Litoral Norte,RS,Rio Grande do Sul,10456,26765,40,97.856,40,92.3,94.33,39,0,0,0
4305207,Cerro Largo,0,,RS,Rio Grande do Sul,5350,13528,177,97.048,40,96.91,104.08,5,0,0,0
4302600,Braga,0,,RS,Rio Grande do Sul,1238,3258,132,91.233,40,100.49,90.15,7,0,0,0
4308904,Getúlio Vargas,0,,RS,Rio Grande do Sul,6680,16433,287,96.983,40,96.29,105.59,11,0,0,0
4303202,Cacique Doble,0,,RS,Rio Grande do Sul,1660,4601,204,93.974,40,98.58,105.47,987,930,0,0
4313037,Nova Esperança do Sul,0,,RS,Rio Grande do Sul,1906,4863,191,96.704,40,96.01,91.81,4,0,0,0
4313201,Nova Petrópolis,0,,RS,Rio Grande do Sul,9041,23109,290,9.862,40,94.52,93.54,16,0,0,0
4304903,Casca,0,,RS,Rio Grande do Sul,3618,9443,272,97.767,40,95.44,113.24,1,0,0,0
4308458,Fortaleza dos Valos,0,,RS,Rio Grande do Sul,1730,4456,651,95.874,40,96.7,81.34,6,0,31,0
4315701,Rio Pardo,0,,RS,Rio Grande do Sul,13568,34431,2051,94.314,40,94.54,96.36,5,0,214,7
4305405,Chiapetta,0,,RS,Rio Grande do Sul,1523,3912,397,95.399,40,95.94,88.3,0,0,0,0
4310504,Iraí,0,,RS,Rio Grande do Sul,2835,7338,182,92.018,40,100.05,97.46,790,645,0,0
4316709,Santa Bárbara do Sul,0,,RS,Rio Grande do Sul,3206,8116,976,95.853,40,96.28,88.67,1,0,0,0
4301701,Barão de Cotegipe,0,,RS,Rio Grande do Sul,2680,7054,261,9.692,40,101.92,113.54,65,0,0,0
4314159,Paverama,0,,RS,Rio Grande do Sul,3149,7923,172,9.621,40,100.86,92.54,7,0,0,0
4202578,Bom Jesus do Oeste,0,Região Metropolitana do Extremo Oeste,SC,Santa Catarina,804,2181,68,93.096,40,102.13,100.26,0,0,0,0
4200804,Anchieta,0,Região Metropolitana do Extremo Oeste,SC,Santa Catarina,2276,5934,232,92.618,40,100.84,95.63,1,0,0,0
4202875,Brunópolis,0,Região Metropolitana do Contestado,SC,Santa Catarina,935,2486,336,91.719,40,100.73,79.59,2,0,0,0
4218855,União do Oeste,0,Região Metropolitana de Chapecó,SC,Santa Catarina,1026,2774,93,93.712,40,104.87,90.7,0,0,0,0
4212106,Palmitos,0,Região Metropolitana de Chapecó,SC,Santa Catarina,6048,15568,351,9.575,40,98.96,93.11,9,0,3,0
4206405,Guaraciaba,0,Região Metropolitana do Extremo Oeste,SC,Santa Catarina,3986,10790,332,95.717,40,101.46,98.85,0,0,0,0
4203253,Capão Alto,0,Região Metropolitana de Lages,SC,Santa Catarina,1002,2625,1332,9.229,40,111.35,81.65,0,0,0,0
4208609,Jaborá,0,Região Metropolitana do Contestado,SC,Santa Catarina,1543,4302,182,95.337,40,100.84,86.38,0,0,0,0
4200903,Angelina,0,Região Metropolitana de Florianópolis,SC,Santa Catarina,1993,5330,500,93.123,40,104.43,92.38,0,0,0,0
4211801,Ouro,0,Região Metropolitana do Contestado,SC,Santa Catarina,2657,7023,214,96.613,40,100.63,91.35,1,0,0,0
4201273,Arabutã,0,Região Metropolitana do Contestado,SC,Santa Catarina,1605,4377,133,96.988,40,104.29,97.35,0,0,0,0
4214300,Rancho Queimado,0,Região Metropolitana de Florianópolis,SC,Santa Catarina,1249,3278,286,96.162,40,106.1,86.09,5,0,0,0
4201109,Anitápolis,0,Região Metropolitana de Florianópolis,SC,Santa Catarina,1331,3578,541,92.271,40,107.57,82.47,5,0,0,0
4201950,Balneário Arroio do Silva,0,Região Metropolitana Carbonífera,SC,Santa Catarina,6020,15759,94,96.963,40,96.23,80.01,61,0,0,0
4209409,Laguna,0,Região Metropolitana de Tubarão,SC,Santa Catarina,16399,42582,333,97.101,40,94.94,95.31,25,0,0,0
4204103,Caxambu do Sul,0,Região Metropolitana de Chapecó,SC,Santa Catarina,1675,4612,141,92.234,40,102.99,89.62,4,0,0,0
4206603,Guarujá do Sul,0,Região Metropolitana do Extremo Oeste,SC,Santa Catarina,1946,4827,101,94.722,40,95.59,92.3,0,0,0,0
4210035,Luzerna,0,Região Metropolitana do Contestado,SC,Santa Catarina,2287,5793,117,98.192,40,95.81,104.21,4,0,0,0
4218756,Tunápolis,0,Região Metropolitana do Extremo Oeste,SC,Santa Catarina,1764,4904,133,97.372,40,104.83,84.48,0,0,0,0
4209854,Lindóia do Sul,0,Região Metropolitana do Contestado,SC,Santa Catarina,1637,4525,190,95.528,40,102.18,90.03,5,0,0,0
4214102,Presidente Nereu,0,Região Metropolitana do Alto Vale do Itajaí,SC,Santa Catarina,883,2287,225,92.332,40,103.09,82.93,4,0,0,0
4204459,Coronel Martins,0,Região Metropolitana do Extremo Oeste,SC,Santa Catarina,762,2060,108,89.683,40,102.25,92.12,3,0,0,0
4212056,Palmeira,0,Região Metropolitana de Lages,SC,Santa Catarina,960,2559,289,93.103,40,112.18,74.9,1,0,0,0
4215687,Santa Terezinha do Progresso,0,Região Metropolitana do Extremo Oeste,SC,Santa Catarina,955,2576,120,90.991,40,106.08,94.96,0,0,0,0
4212403,Pedras Grandes,0,Região Metropolitana de Tubarão,SC,Santa Catarina,1588,4242,160,96.812,40,102.14,97.01,1,0,0,0
4211652,Novo Horizonte,0,Região Metropolitana do Extremo Oeste,SC,Santa Catarina,908,2641,152,94.284,40,104.88,88.6,3,0,0,0
3534609,Osvaldo Cruz,0,,SP,São Paulo,11761,30025,248,96.302,40,99.13,107.3,13,0,0,0
3535309,Palmital,0,,SP,São Paulo,7363,19565,548,95.999,40,94.25,105.04,10,0,0,0
3538204,Pinhalzinho,0,,SP,São Paulo,5652,15164,155,96.198,40,98.95,94.82,4,0,0,0
3541109,Presidente Alves,0,,SP,São Paulo,1447,3800,287,93.857,40,97.51,89.21,3,0,0,0
3515186,Espírito Santo do Pinhal,0,,SP,São Paulo,14377,39611,389,96.015,40,94.02,94.84,18,0,0,0
3503703,Ariranha,0,,SP,São Paulo,2874,7596,133,94.323,40,98.69,93.71,4,0,0,0
3504206,Auriflama,0,,SP,São Paulo,5393,13662,434,94.835,40,97.32,94.31,4,0,0,0
3555604,Uchoa,0,Região Metropolitana de São José do Rio Preto,SP,São Paulo,3982,10370,252,94.649,40,97.12,94.77,1,0,0,0
3554607,Timburi,0,,SP,São Paulo,975,2451,197,93.954,40,102.3,108.47,2,0,0,0
3508108,Buritama,0,,SP,São Paulo,6694,17132,327,94.487,40,94.31,84.7,20,0,0,0
3514304,Dourado,0,,SP,São Paulo,3103,8075,206,95.134,40,97.51,100.73,0,0,0,0
3533304,Nova Luzitânia,0,,SP,São Paulo,1122,2836,74,93.872,40,101.63,90.02,0,0,0,0
3537404,Pereira Barreto,0,,SP,São Paulo,9238,24025,974,94.565,40,93.85,85.11,14,0,0,0
3514957,Embaúba,0,,SP,São Paulo,896,2323,83,93.808,40,105.21,94.81,1,0,0,0
3514403,Dracena,0,,SP,São Paulo,17101,44326,488,96.528,40,96.12,99.23,21,0,0,0
3556008,Urupês,0,Região Metropolitana de São José do Rio Preto,SP,São Paulo,5205,13714,324,95.269,40,96.76,103.7,19,0,0,0
3556602,Vera Cruz,0,,SP,São Paulo,3571,10137,248,95.933,40,95.47,100.94,4,0,0,0
3538105,Pindorama,0,,SP,São Paulo,5459,14473,185,0.95,40,99.12,97.57,6,0,0,0
3520806,Inúbia Paulista,0,,SP,São Paulo,1316,3595,87,9.403,40,96.47,91.08,5,0,0,0
3543204,Ribeirão do Sul,0,,SP,São Paulo,1736,4677,203,93.347,40,100.21,95.49,0,0,0,0
3507753,Brejo Alegre,0,,SP,São Paulo,962,2530,106,93.676,40,101.33,80.94,0,0,0,0
3551603,Serra Negra,0,,SP,São Paulo,11182,29823,204,96.456,40,93.14,105.4,19,0,0,0
3548609,São Bento do Sapucaí,0,Região Metropolitana do Vale do Paraíba e Litoral Norte,SP,São Paulo,4289,11626,253,96.186,40,98.37,89.15,2,0,111,0
3557154,Zacarias,0,Região Metropolitana de São José do Rio Preto,SP,São Paulo,1056,2692,319,93.547,40,99.11,81.26,0,0,0,0
3544806,Sales,0,Região Metropolitana de São José do Rio Preto,SP,São Paulo,2474,6416,309,93.537,40,96.91,90.75,2,0,0,0
3551306,Sebastianópolis do Sul,0,,SP,São Paulo,1249,3130,168,92.941,40,93.57,87.28,1,0,0,0
3502903,Araçoiaba da Serra,0,Região Metropolitana de Sorocaba,SP,São Paulo,11778,32325,255,97.005,40,98.83,86.16,33,0,0,0
3556958,Vitória Brasil,0,,SP,São Paulo,693,1794,50,91.544,40,105.03,83.22,0,0,0,0
3530201,Mirante do Paranapanema,0,,SP,São Paulo,6122,15844,1239,91.735,40,98.99,84.38,10,0,0,0
3540309,Pontes Gestal,0,,SP,São Paulo,957,2387,218,91.581,40,98.75,92.48,0,0,0,0
3515608,Fernando Prestes,0,,SP,São Paulo,2238,5938,170,93.654,40,95.65,105.26,5,0,0,0
3508900,Caiabu,0,,SP,São Paulo,1467,3712,253,92.839,40,99.78,89.06,0,0,0,0
3517109,Glicério,0,,SP,São Paulo,1552,4124,273,94.083,40,96.3,87.07,0,0,0,0
3530102,Mirandópolis,0,,SP,São Paulo,9108,23582,918,9.527,40,131.69,105.36,17,0,0,0
3545704,Santa Albertina,0,,SP,São Paulo,2569,6340,273,9.283,40,98.79,99.2,11,0,0,0
3552601,Tabapuã,0,,SP,São Paulo,4336,11267,346,94.501,40,97.23,96.03,5,0,0,0
3553609,Tapiratiba,0,,SP,São Paulo,4205,11752,222,95.764,40,93.99,87.27,6,0,0,0
3538501,Piquete,0,Região Metropolitana do Vale do Paraíba e Litoral Norte,SP,São Paulo,4570,12451,176,96.708,40,91.62,95.56,11,0,0,0
3544251,Rosana,0,,SP,São Paulo,6534,17257,744,94.183,40,96.71,76.67,34,0,0,0
3503158,Arapeí,0,Região Metropolitana do Vale do Paraíba e Litoral Norte,SP,São Paulo,885,2330,157,93.718,40,97.12,86.88,6,0,0,0
3519204,Iacri,0,,SP,São Paulo,2260,6130,322,93.417,40,98.61,90.88,7,0,0,0
3528908,Mariápolis,0,,SP,São Paulo,1382,3511,187,94.749,40,99.49,90.65,0,0,0,0
3500105,Adamantina,0,,SP,São Paulo,13583,34552,412,96.492,40,92.9,108.3,17,0,0,0
3516804,Gastão Vidigal,0,,SP,São Paulo,1246,3244,181,90.919,40,94.27,95.04,1,0,0,0
3507407,Borborema,0,,SP,São Paulo,5483,14187,552,94.205,40,98.02,96.24,2,0,0,0
3531605,Monte Castelo,0,,SP,São Paulo,1626,4219,234,92.542,40,98.4,90.12,0,0,0,0
3527405,Lucélia,0,,SP,São Paulo,6603,17479,315,95.007,40,125.38,94.3,3,0,0,0
3543808,Rinópolis,0,,SP,São Paulo,3498,9216,358,94.031,40,97.72,108.01,4,0,0,0
3506409,Bilac,0,,SP,São Paulo,2798,7286,158,95.655,40,96.69,98.69,7,0,0,0
3529609,Meridiano,0,,SP,São Paulo,1726,4572,228,94.339,40,96.48,85.01,1,0,0,0
3538303,Piquerobi,0,,SP,São Paulo,1284,3264,483,9.215,40,90.65,90.48,0,0,0,0
3555000,Tupã,0,,SP,São Paulo,24073,63336,628,95.925,40,91.45,100.27,0,0,0,0
5221502,Turvânia,0,,GO,Goiás,1808,4470,482,89.445,42,100.36,97.46,8,0,0,0
5214861,Nova Glória,0,,GO,Goiás,3284,8291,412,88.561,42,101.6,98.46,24,0,0,0
5219456,Santa Rita do Novo Destino,0,,GO,Goiás,1024,2688,970,85.325,42,107.97,78.89,5,0,0,0
5200159,Adelândia,0,,GO,Goiás,914,2278,115,89.781,42,101.67,100.53,2,0,0,0
5206602,Cumari,0,,GO,Goiás,1153,2908,568,88.563,42,102.84,101.98,0,0,0,0
5219506,Santa Rosa de Goiás,0,,GO,Goiás,1073,2814,166,88.411,42,102.88,103.8,0,0,0,0
5215207,Novo Brasil,0,,GO,Goiás,1523,3527,649,90.283,42,103.52,102.66,6,0,0,0
5200209,Água Limpa,0,,GO,Goiás,745,1842,459,90.796,42,99.57,96.32,15,0,0,0
5221452,Trombas,0,,GO,Goiás,1223,3116,803,85.188,42,102.07,94.09,0,0,0,0
5221304,Três Ranchos,0,,GO,Goiás,1143,2914,284,93.004,42,108.64,94.7,3,0,0,0
5209606,Heitoraí,0,,GO,Goiás,1355,3344,229,8.911,42,104.14,94.3,6,0,0,0
5201207,Anhanguera,0,,GO,Goiás,358,924,56,97.154,42,103.97,108.61,0,0,0,0
5209804,Hidrolina,0,,GO,Goiás,1372,3543,584,90.749,42,102.69,102.92,4,0,0,0
5215801,Palmelo,0,,GO,Goiás,893,2227,60,93.438,42,91.93,106.78,1,0,0,0
5216908,Pilar de Goiás,0,,GO,Goiás,893,2328,906,91.418,42,111.06,76.98,1,0,454,0
5211701,Jandaia,0,,GO,Goiás,2527,6269,863,91.965,42,102.91,94.16,0,0,0,0
5213855,Morro Agudo de Goiás,0,,GO,Goiás,976,2427,282,89.529,42,97.11,83.9,12,0,0,0
5204201,Cachoeira de Goiás,0,,GO,Goiás,591,1405,424,86.333,42,101.29,91.19,1,0,0,0
3106804,Bias Fortes,0,,MG,Minas Gerais,1275,3355,284,88.392,42,109.67,109.38,0,0,832,0
3155900,Rio Preto,0,,MG,Minas Gerais,2034,5105,348,90.248,42,98.42,109.07,2,0,0,0
3122504,Dom Cavati,0,Colar Metropolitano,MG,Minas Gerais,1917,4870,60,90.785,42,92.99,118.84,5,0,0,0
3172202,Wenceslau Braz,0,,MG,Minas Gerais,867,2342,102,93.759,42,100.34,105.96,2,0,0,0
3149408,Pedro Teixeira,0,,MG,Minas Gerais,722,1810,113,91.894,42,104.29,98.88,1,0,0,0
3164902,São Sebastião do Rio Verde,0,,MG,Minas Gerais,881,2274,91,95.742,42,105.17,95.99,0,0,0,0
3159308,Santa Rita de Jacutinga,0,,MG,Minas Gerais,1905,4738,421,91.541,42,100.21,109.47,0,0,7,0
3100104,Abadia dos Dourados,0,,MG,Minas Gerais,2579,6271,880,9.352,42,101.61,111.08,0,0,0,0
3118502,Consolação,0,,MG,Minas Gerais,622,1552,89,89.237,42,107.85,108.3,3,0,0,0
3105509,Barão de Monte Alto,0,,MG,Minas Gerais,1896,4963,198,882,42,99.92,115.73,0,0,0,0
3115003,Cascalho Rico,0,,MG,Minas Gerais,1058,2685,367,96.567,42,101.04,109.09,1,0,0,0
3103207,Araçaí,0,,MG,Minas Gerais,826,2180,188,93.192,42,98.81,102.03,1,0,0,0
3127388,Goianá,0,,MG,Minas Gerais,1561,4049,152,93.711,42,95.7,104.46,6,0,4,0
3101201,Aiuruoca,0,,MG,Minas Gerais,2481,6162,650,90.889,42,102.77,123.49,35,0,0,0
3122801,Dom Viçoso,0,,MG,Minas Gerais,1174,3095,114,93.139,42,103.48,93.21,1,0,0,0
3133501,Itapecerica,0,,MG,Minas Gerais,7975,20943,1041,93.096,42,97.08,122.21,0,0,32,0
3153103,Presidente Bernardes,0,,MG,Minas Gerais,1778,4830,237,89.478,42,101.66,116.06,1,0,0,0
3159209,Santa Rita de Caldas,0,,MG,Minas Gerais,3356,8418,503,94.341,42,103.61,120.03,4,0,0,0
3115706,Central de Minas,0,,MG,Minas Gerais,2507,6159,204,84.232,42,96.4,103.87,1,0,0,0
3138005,Laranjal,0,,MG,Minas Gerais,2294,5950,205,96.189,42,97.32,121.08,2,0,0,0
3150307,Piedade do Rio Grande,0,,MG,Minas Gerais,1842,4604,323,8.993,42,101.49,110.26,3,0,0,0
3109600,Cachoeira da Prata,0,,MG,Minas Gerais,1377,3692,61,96.991,42,90.36,107.64,2,0,158,0
3122108,Divino das Laranjeiras,0,,MG,Minas Gerais,1646,4170,342,85.752,42,94.42,95.62,2,0,0,0
3118908,Cordisburgo,0,,MG,Minas Gerais,2965,7526,824,92.017,42,99.02,114.69,0,0,0,0
3141207,Matutina,0,,MG,Minas Gerais,1575,3811,261,89.616,42,97.92,114.62,0,0,0,0
3103603,Arantina,0,,MG,Minas Gerais,1112,2915,89,93.257,42,100.34,91.51,2,0,0,0
3128204,Guaraciaba,0,,MG,Minas Gerais,3522,9706,349,87.568,42,101.26,117.06,5,0,174,0
3150406,Piedade dos Gerais,0,,MG,Minas Gerais,1964,4963,260,9.016,42,105.11,103.76,2,0,0,0
3155306,Rio Manso,0,Região Metropolitana de Belo Horizonte,MG,Minas Gerais,2177,5565,232,93.495,42,103.43,116.52,1,0,1,0
3164803,São Sebastião do Rio Preto,0,,MG,Minas Gerais,474,1259,128,91.675,42,90.18,116.83,0,0,0,0
3152907,Pratápolis,0,,MG,Minas Gerais,3312,8373,216,94.952,42,99.95,122.51,1,0,0,0
3157401,Santa Cruz do Escalvado,0,,MG,Minas Gerais,1724,4673,259,90.992,42,101.34,117.61,1,0,0,0
3154101,Recreio,0,,MG,Minas Gerais,3896,10976,234,93.809,42,95.4,140.04,0,0,0,0
3158409,Santana de Cataguases,0,,MG,Minas Gerais,1326,3487,161,92.896,42,102.85,110.24,0,0,0,0
3160603,Santo Hipólito,0,,MG,Minas Gerais,1107,2703,431,89.283,42,99.63,112.06,0,0,0,0
3106101,Belmiro Braga,0,,MG,Minas Gerais,1171,3243,393,89.206,42,101.12,101.64,3,0,0,0
3121506,Desterro do Melo,0,,MG,Minas Gerais,1149,2974,142,89.383,42,102.98,111.75,0,0,0,0
3147808,Passa-Vinte,0,,MG,Minas Gerais,890,2233,247,91.702,42,106.95,96.16,0,0,0,0
3124609,Estrela Dalva,0,,MG,Minas Gerais,861,2181,131,88.828,42,96.23,119.09,0,0,0,0
3161007,São Domingos do Prata,0,,MG,Minas Gerais,6639,17283,744,90.961,42,96.12,111.84,18,0,204,0
3129004,Guiricema,0,,MG,Minas Gerais,3039,7761,294,90.772,42,99.74,125.71,3,0,1,0
3111101,Campina Verde,0,,MG,Minas Gerais,7296,17908,3651,92.974,42,101.92,106.52,18,0,0,0
3114808,Carvalhos,0,,MG,Minas Gerais,1685,4387,282,8.936,42,103.31,107.14,21,0,14,0
3145406,Olaria,0,,MG,Minas Gerais,751,1945,178,89.345,42,107.36,102.56,4,0,0,0
3122702,Dom Silvério,0,,MG,Minas Gerais,1972,5201,195,93.077,42,91.85,130.13,2,0,36,0
3125804,Fernandes Tourinho,0,,MG,Minas Gerais,1111,2785,152,83.126,42,96.69,101.3,4,0,0,0
3110301,Caldas,0,,MG,Minas Gerais,5717,14162,711,94.004,42,103.19,105.8,196,107,17,0
3159100,Santana dos Montes,0,,MG,Minas Gerais,1304,3463,197,91.732,42,106.24,106.46,3,0,0,0
4102208,Atalaia,0,Região Metropolitana de Maringá,PR,Paraná,1469,3839,138,94.835,42,109.03,106.06,2,0,0,0
4113429,Lidianópolis,0,Região Metropolitana de Apucarana,PR,Paraná,1534,3931,151,88.511,42,95.92,96.43,0,0,0,0
4108205,Formosa do Oeste,0,Região Metropolitana de Cascavel,PR,Paraná,3014,7635,276,93.406,42,96.93,104.56,0,0,0,0
4125308,São Jorge do Ivaí,0,Região Metropolitana de Maringá,PR,Paraná,1925,5163,315,92.543,42,97.18,110.94,2,0,0,0
4113759,Lunardelli,0,Região Metropolitana de Apucarana,PR,Paraná,1898,4872,199,8.665,42,100.66,102.83,2,0,0,0
4113106,Kaloré,0,Região Metropolitana de Apucarana,PR,Paraná,1752,4535,193,91.004,42,99.91,107.76,0,0,0,0
4107108,Diamante do Norte,0,,PR,Paraná,1887,5140,243,91.431,42,96.79,101.7,3,0,0,0
4128401,Uraí,0,Região Metropolitana de Londrina,PR,Paraná,4041,10384,238,91.679,42,95.86,108.8,8,0,0,0
4306320,Derrubadas,0,,RS,Rio Grande do Sul,1074,2751,361,93.316,42,101.83,95.89,0,0,0,0
4310405,Independência,0,,RS,Rio Grande do Sul,2484,6423,358,95.628,42,101.98,114.33,0,0,0,0
4321352,Tavares,0,,RS,Rio Grande do Sul,2153,5197,610,91.493,42,101.86,122.41,14,0,218,0
4322533,Vale do Sol,0,,RS,Rio Grande do Sul,3776,9873,328,95.014,42,101.32,112.61,7,0,0,0
