id_municipio,nome_municipio,capital,regiao_metropolitana,sigla_uf,nome_uf,domicilios,populacao,area,taxa_alfabetizacao,idade_mediana,razao_sexo,indice_envelhecimento,populacao_indigena,populacao_indigena_terra_indigena,populacao_quilombola,populacao_quilombola_territorio_quilombola
2403251,Parnamirim,0,Região Metropolitana de Natal,RN,Rio Grande do Norte,90152,252375,124,94.908,34,89.26,43.42,342,0,1142,0
2406700,Lajes,0,,RN,Rio Grande do Norte,3211,9849,677,81.811,34,96.93,65.95,2,0,0,0
2413508,Serrinha,0,,RN,Rio Grande do Norte,2245,6417,193,74.033,34,103.67,60.88,0,0,0,0
2405900,João Dias,0,,RN,Rio Grande do Norte,754,2075,88,77.939,34,99.04,53.76,0,0,0,0
2405504,Jardim de Angicos,0,,RN,Rio Grande do Norte,795,2428,254,78.594,34,102.24,56.5,102,0,0,0
2407609,Messias Targino,0,,RN,Rio Grande do Norte,1432,4271,143,75.883,34,95.52,58.78,2,0,0,0
2412609,São Paulo do Potengi,0,,RN,Rio Grande do Norte,5875,16750,240,81.116,34,94.6,56.99,11,0,0,0
2414100,Tenente Ananias,0,,RN,Rio Grande do Norte,3396,10251,224,77.852,34,98.88,56.48,0,0,0,0
2400703,Alto do Rodrigues,0,,RN,Rio Grande do Norte,4210,12450,191,83.868,34,95.12,42.18,0,0,0,0
2413300,Serra de São Bento,0,,RN,Rio Grande do Norte,1929,5674,97,72.963,34,97.88,58.05,2,0,0,0
2414605,Upanema,0,,RN,Rio Grande do Norte,4678,13575,873,77.774,34,103.46,48.65,0,0,0,0
2406403,Lagoa de Velhos,0,,RN,Rio Grande do Norte,869,2548,112,81.232,34,104.05,53.45,2,0,0,0
2400208,Açu,0,,RN,Rio Grande do Norte,19231,56426,1303,82.327,34,94.64,47.76,135,0,753,0
2402501,Carnaubais,0,,RN,Rio Grande do Norte,3234,9671,518,80.261,34,101.16,45.89,6,0,0,0
1100601,Cacaulândia,0,,RO,Rondônia,1483,4145,1962,88.078,34,106.26,46.5,0,0,0,0
1100015,Alta Floresta D'Oeste,0,,RO,Rondônia,7695,21440,7067,91.587,34,101.82,44.61,749,448,115,0
1100056,Cerejeiras,0,,RO,Rondônia,5873,15798,2783,92.152,34,98.03,47.01,23,0,37,0
1101450,Parecis,0,,RO,Rondônia,1482,4078,2549,89.528,34,110.24,37.82,78,63,0,0
4311627,Lindolfo Collor,0,,RS,Rio Grande do Sul,2310,6233,33,97.038,34,101.68,39.3,4,0,0,0
4306767,Eldorado do Sul,0,Região Metropolitana de Porto Alegre,RS,Rio Grande do Sul,14472,39416,510,9.649,34,96,48.27,58,0,0,0
4304408,Canela,0,,RS,Rio Grande do Sul,18302,48644,253,97.545,34,92.72,47.73,58,0,0,0
4300604,Alvorada,0,Região Metropolitana de Porto Alegre,RS,Rio Grande do Sul,68775,186616,72,9.738,34,91.23,47.91,233,0,54,0
4313375,Nova Santa Rita,0,Região Metropolitana de Porto Alegre,RS,Rio Grande do Sul,10271,28982,218,97.027,34,98.94,45.47,15,0,0,0
4302055,Benjamin Constant do Sul,0,,RS,Rio Grande do Sul,725,2082,132,88.145,34,109.25,63.44,964,929,0,0
4300877,Araricá,0,Região Metropolitana de Porto Alegre,RS,Rio Grande do Sul,3215,8524,35,96.969,34,99.23,44.67,4,0,0,0
4219507,Xanxerê,0,Região Metropolitana de Chapecó,SC,Santa Catarina,19301,51380,377,9.659,34,95.88,52.43,329,0,0,0
4204004,Catanduvas,0,Região Metropolitana do Contestado,SC,Santa Catarina,3822,10566,199,96.161,34,98.68,48.28,7,0,0,0
4208302,Itapema,0,Região Metropolitana da Foz do Rio Itajaí,SC,Santa Catarina,27423,75690,58,98.141,34,96.43,49.54,217,0,0,0
4219176,Vargem Bonita,0,Região Metropolitana do Contestado,SC,Santa Catarina,1610,4570,300,94.548,34,102.21,57.42,5,0,0,0
4210407,Maracajá,0,Região Metropolitana Carbonífera,SC,Santa Catarina,2744,7749,63,96.686,34,100.44,50.03,17,0,0,0
4202909,Brusque,0,Região Metropolitana do Vale do Itajaí,SC,Santa Catarina,50275,140884,285,98.154,34,96.07,44.93,195,0,0,0
4204806,Curitibanos,0,Região Metropolitana de Lages,SC,Santa Catarina,14314,39975,950,94.736,34,95.45,50.34,16,0,0,0
4212205,Papanduva,0,"Região Metropolitana do Norte/Nordeste Catarinense, Região Metropolitana do Planalto Norte",SC,Santa Catarina,6896,19143,765,96.098,34,102.92,48.34,6,0,0,0
4219309,Videira,0,Região Metropolitana do Contestado,SC,Santa Catarina,20543,55305,384,97.575,34,97.81,50.26,16,0,0,0
4208104,Itaiópolis,0,"Região Metropolitana do Norte/Nordeste Catarinense, Região Metropolitana do Planalto Norte",SC,Santa Catarina,7715,22011,1298,96.683,34,106.12,49.19,43,25,0,0
4209102,Joinville,0,"Região Metropolitana do Norte/Nordeste Catarinense, Região Metropolitana de Joinville ",SC,Santa Catarina,221964,612356,1128,98.433,34,96.7,49.43,534,0,317,0
4216057,São Cristovão do Sul,0,Região Metropolitana de Lages,SC,Santa Catarina,1475,4289,346,92.972,34,184.57,43.82,0,0,0,0
4216354,São João do Itaperiú,0,"Região Metropolitana do Norte/Nordeste Catarinense, Região Metropolitana de Jaraguá do Sul",SC,Santa Catarina,1490,4459,152,96.247,34,105.29,49.59,3,0,0,0
4202602,Bom Retiro,0,Região Metropolitana de Lages,SC,Santa Catarina,3037,8408,1057,94.406,34,101.1,54.81,1,0,0,0
4212270,Passos Maia,0,Região Metropolitana de Chapecó,SC,Santa Catarina,1337,4020,617,92.142,34,103.94,51.97,11,0,0,0
4213005,Pinheiro Preto,0,Região Metropolitana do Contestado,SC,Santa Catarina,1175,3473,61,97.427,34,100.64,56.3,5,0,0,0
4217709,Sombrio,0,Região Metropolitana Carbonífera,SC,Santa Catarina,11048,29956,143,96.757,34,94.81,47.75,13,0,0,0
4211207,Morro da Fumaça,0,Região Metropolitana Carbonífera,SC,Santa Catarina,6400,18535,83,96.434,34,97.85,42.14,8,0,0,0
4203709,Canelinha,0,Região Metropolitana de Florianópolis,SC,Santa Catarina,4490,12816,151,94.298,34,102.86,49.53,4,0,0,0
4208500,Ituporanga,0,Região Metropolitana do Alto Vale do Itajaí,SC,Santa Catarina,9514,26365,337,96.958,34,99.63,51.36,26,0,10,0
4209904,Lontras,0,Região Metropolitana do Alto Vale do Itajaí,SC,Santa Catarina,4659,12851,198,96.423,34,99.37,50.33,9,0,0,0
4208906,Jaraguá do Sul,0,"Região Metropolitana do Norte/Nordeste Catarinense, Região Metropolitana de Jaraguá do Sul",SC,Santa Catarina,66380,181976,531,98.564,34,97.89,43.65,95,0,0,0
4211108,Monte Castelo,0,"Região Metropolitana do Norte/Nordeste Catarinense, Região Metropolitana do Planalto Norte",SC,Santa Catarina,2676,7722,561,95.347,34,104.39,49.08,0,0,0,0
4206306,Guabiruba,0,Região Metropolitana do Vale do Itajaí,SC,Santa Catarina,8367,24543,172,97.822,34,100.71,43.63,21,0,0,0
4217402,Schroeder,0,"Região Metropolitana do Norte/Nordeste Catarinense, Região Metropolitana de Jaraguá do Sul",SC,Santa Catarina,6835,20053,165,98.007,34,100.27,37.42,19,0,0,0
4211751,Otacílio Costa,0,Região Metropolitana de Lages,SC,Santa Catarina,6307,17283,847,95.677,34,98.4,48.16,6,0,0,0
4213708,Pouso Redondo,0,Região Metropolitana do Alto Vale do Itajaí,SC,Santa Catarina,6072,17118,357,96.195,34,100.97,49.23,34,0,0,0
4202305,Biguaçu,0,Região Metropolitana de Florianópolis,SC,Santa Catarina,28300,76506,366,97.148,34,95.79,46.24,453,202,0,0
4205506,Fraiburgo,0,Região Metropolitana do Contestado,SC,Santa Catarina,11916,33463,549,95.708,34,97.87,49.27,100,0,19,0
4205902,Gaspar,0,Região Metropolitana do Vale do Itajaí,SC,Santa Catarina,25852,72469,387,97.991,34,97.76,47.49,85,0,0,0
2804706,Nossa Senhora de Lourdes,0,,SE,Sergipe,2244,6248,84,7.722,34,100.19,51.68,17,0,1,0
2803708,Macambira,0,,SE,Sergipe,2486,6778,137,805,34,94.98,56.14,2,0,0,0
2806800,São Domingos,0,,SE,Sergipe,3851,10316,102,79.667,34,94.7,52.62,5,0,0,0
2800209,Aquidabã,0,,SE,Sergipe,7417,20089,360,77.689,34,95.52,56.43,17,0,984,156
2801900,Cumbe,0,,SE,Sergipe,1368,3818,128,78.094,34,96.1,55.58,30,0,342,17
2806206,Salgado,0,,SE,Sergipe,7332,20267,248,8.043,34,98.93,46.54,29,0,9,0
2802502,General Maynard,0,,SE,Sergipe,1111,3036,20,85.642,34,89.22,42.31,0,0,0,0
2807006,São Miguel do Aleixo,0,,SE,Sergipe,1281,3426,145,73.972,34,95.34,59.39,0,0,0,0
2802403,Gararu,0,,SE,Sergipe,3949,11054,657,72.327,34,106.17,48.45,10,0,2,0
2805208,Pinhão,0,,SE,Sergipe,2028,5663,156,78.954,34,94.02,55.75,5,0,0,0
2805109,Pedrinhas,0,,SE,Sergipe,2682,7384,33,7.675,34,93.36,53.44,12,0,0,0
3531803,Monte Mor,0,Região Metropolitana de Campinas,SP,São Paulo,22385,64586,241,95.575,34,97.2,41.45,48,0,0,0
3543105,Ribeirão Corrente,0,Aglomeração Urbana de Franca,SP,São Paulo,1584,4604,148,9.277,34,100.17,51.8,5,0,0,0
3550704,São Sebastião,0,Região Metropolitana do Vale do Paraíba e Litoral Norte,SP,São Paulo,28979,81435,402,95.617,34,95.63,43.68,487,291,0,0
3535804,Paranapanema,0,,SP,São Paulo,6843,19353,1019,94.307,34,103.26,49.43,9,0,0,0
3523602,Itirapina,0,,SP,São Paulo,4788,13138,565,96.509,34,143.23,63.72,8,0,0,0
3526506,Lavínia,0,,SP,São Paulo,1837,4798,538,96.515,34,286.63,103.17,6,0,0,0
3510609,Carapicuíba,0,Região Metropolitana de São Paulo,SP,São Paulo,136793,386633,35,96.621,34,92.48,45.97,420,0,0,0
3503604,Areiópolis,0,,SP,São Paulo,3400,10113,86,93.716,34,101.67,44.6,2,0,0,0
3528700,Marabá Paulista,0,,SP,São Paulo,1383,3499,920,9.358,34,165.72,77.37,4,0,0,0
3507308,Boracéia,0,,SP,São Paulo,1635,4715,122,95.104,34,103.06,55.07,6,0,0,0
3544202,Riolândia,0,,SP,São Paulo,3005,7889,632,92.593,34,158.57,65.46,3,0,0,0
3555703,União Paulista,0,Região Metropolitana de São José do Rio Preto,SP,São Paulo,585,1603,79,93.296,34,96.45,54.86,0,0,0,0
3556909,Vista Alegre do Alto,0,,SP,São Paulo,2866,8109,95,93.176,34,102.67,49.39,1,0,0,0
3556503,Várzea Paulista,0,Região Metropolitana de Jundiaí,SP,São Paulo,40492,115557,35,96.529,34,98.11,47.11,59,0,4,0
3514809,Eldorado,0,,SP,São Paulo,4598,13055,1654,92.381,34,100.51,55.76,112,91,2240,1386
3552502,Suzano,0,Região Metropolitana de São Paulo,SP,São Paulo,105752,306859,206,96.614,34,93.55,44.68,339,0,0,0
3518800,Guarulhos,0,Região Metropolitana de São Paulo,SP,São Paulo,450559,1284053,319,96.778,34,92.53,46.27,1640,0,2,0
3525854,Jumirim,0,Região Metropolitana de Sorocaba,SP,São Paulo,1002,3056,57,96.266,34,99.22,57.19,1,0,0,0
3555356,Ubarana,0,Região Metropolitana de São José do Rio Preto,SP,São Paulo,1922,5365,210,91.898,34,105.01,54.29,4,0,0,0
3513504,Cubatão,0,Região Metropolitana da Baixada Santista,SP,São Paulo,40091,112397,143,95.453,34,92.33,45.48,180,0,0,0
3522208,Itapecerica da Serra,0,Região Metropolitana de São Paulo,SP,São Paulo,54563,157865,151,95.515,34,95.42,41.13,252,0,0,0
3539509,Pitangueiras,0,Região Metropolitana de Ribeirão Preto,SP,São Paulo,11906,33639,431,94.491,34,98.98,51.98,18,0,0,0
3544103,Rio Grande da Serra,0,Região Metropolitana de São Paulo,SP,São Paulo,15740,44059,36,95.794,34,95.36,46.36,46,0,0,0
3519303,Ibaté,0,,SP,São Paulo,11092,32175,291,95.078,34,99.39,45.33,24,0,0,0
3505708,Barueri,0,Região Metropolitana de São Paulo,SP,São Paulo,109460,316252,66,97.389,34,91.32,38.41,217,0,0,0
3516853,Gavião Peixoto,0,,SP,São Paulo,1640,4700,244,94.261,34,98.65,50.26,0,0,0,0
3519071,Hortolândia,0,Região Metropolitana de Campinas,SP,São Paulo,80802,232196,62,96.926,34,98.32,42.06,265,0,6,0
3522901,Itapuí,0,,SP,São Paulo,4749,13610,140,94.817,34,99.14,53.53,1,0,0,0
3530904,Mombuca,0,Região Metropolitana de Piracicaba,SP,São Paulo,1232,3722,134,92.926,34,96.52,44.03,0,0,0,0
3513009,Cotia,0,Região Metropolitana de São Paulo,SP,São Paulo,95935,273741,324,96.941,34,93.97,40.23,316,0,0,0
3525003,Jandira,0,Região Metropolitana de São Paulo,SP,São Paulo,42009,118024,17,96.945,34,93.91,40.18,83,0,0,0
3527603,Luís Antônio,0,Região Metropolitana de Ribeirão Preto,SP,São Paulo,4169,12260,598,95.655,34,100.02,44.33,8,0,0,0
3505351,Barra do Chapéu,0,,SP,São Paulo,1876,5179,406,91.187,34,107.49,51.25,3,0,12,0
3555505,Ubirajara,0,,SP,São Paulo,1832,5129,282,93.899,34,107.86,55.02,0,0,0,0
3526605,Lavrinhas,0,Região Metropolitana do Vale do Paraíba e Litoral Norte,SP,São Paulo,2392,7140,167,95.688,34,98.75,43.71,1,0,0,0
1717008,Pindorama do Tocantins,0,,TO,Tocantins,1490,4469,1561,87.328,34,109.84,50.19,8,0,15,0
1706001,Couto Magalhães,0,,TO,Tocantins,1845,5327,1584,8.616,34,108.08,46.74,3,0,0,0
1714203,Natividade,0,,TO,Tocantins,3061,8737,3242,86.329,34,105.44,50.73,6,0,967,0
1703206,Bernardo Sayão,0,,TO,Tocantins,1520,4221,924,86.407,34,103.61,41.44,2,0,0,0
1701051,Angico,0,,TO,Tocantins,894,2872,448,89.397,34,111.16,46.04,5,0,0,0
1715705,Palmeirante,0,,TO,Tocantins,1663,4786,2638,835,34,112.96,46.36,21,0,0,0
1713304,Miranorte,0,Região Metropolitana de Palmas,TO,Tocantins,4398,12663,1033,90.808,34,103.25,49.76,7,0,0,0
1702406,Arraias,0,,TO,Tocantins,3727,10194,5803,83.724,34,105.29,58.94,9,0,1569,283
1711803,Juarina,0,,TO,Tocantins,737,2243,483,86.507,34,104.09,44.26,1,0,0,0
1716208,Paranã,0,,TO,Tocantins,3670,10521,11217,8.214,34,111.14,51.6,17,0,777,78
1701903,Araguacema,0,,TO,Tocantins,2061,5914,2775,87.359,34,107.96,48.42,16,0,0,0
1713205,Miracema do Tocantins,0,Região Metropolitana de Palmas,TO,Tocantins,6365,18439,2664,90.711,34,100.11,50.29,118,0,0,0
1700251,Abreulândia,0,,TO,Tocantins,925,2575,1906,87.873,34,112.72,44.39,1,0,0,0
1702307,Arapoema,0,,TO,Tocantins,1962,5542,1558,87.208,34,105.33,46.62,2,0,0,0
1710706,Itaguatins,0,,TO,Tocantins,1742,5167,730,82.381,34,107.05,50.68,36,0,0,0
1720903,Taguatinga,0,,TO,Tocantins,5011,13957,2342,87.259,34,105.17,53.36,0,0,4,0
1705557,Combinado,0,,TO,Tocantins,1741,4732,209,88.475,34,100.51,42.14,2,0,0,0
2704906,Mar Vermelho,0,,AL,Alagoas,1062,3155,92,79.239,36,97.56,62.93,1,0,0,0
2925931,Quixabeira,0,,BA,Bahia,3610,9447,366,81.967,36,101.73,75.72,10,0,1430,0
2931103,Tanquinho,0,Região Metropolitana de Feira de Santana,BA,Bahia,2595,7713,244,8.651,36,94.48,72.38,4,0,4,0
2903508,Belo Campo,0,,BA,Bahia,6361,18381,773,79.991,36,99.52,72.7,220,0,261,0
2929404,São Miguel das Matas,0,,BA,Bahia,3816,10333,231,8.184,36,99.92,66.4,76,0,0,0
2918555,Jussari,0,,BA,Bahia,2080,5888,329,81.838,36,101.44,64.75,180,0,0,0
2931004,Tanhaçu,0,,BA,Bahia,7310,21004,1278,78.833,36,100.63,69.65,219,0,1133,0
2905008,Caculé,0,,BA,Bahia,7827,22428,611,85.951,36,97.47,74.53,3,0,0,0
2930402,Serra Preta,0,Área de Expansão Metropolitana,BA,Bahia,5831,17970,595,79.777,36,93.44,77.29,5,0,18,0
2902609,Baixa Grande,0,,BA,Bahia,6490,18164,968,80.725,36,98.71,72.3,141,0,0,0
2913101,Ibititá,0,,BA,Bahia,6003,16934,573,85.167,36,100.96,62.93,43,0,4219,0
2913309,Ichu,0,,BA,Bahia,2173,6180,138,88.949,36,94.78,70.75,2,0,180,0
2927903,Santa Inês,0,,BA,Bahia,3601,10238,379,7.896,36,97.92,68.07,52,0,0,0
2900405,Água Fria,0,,BA,Bahia,5448,14471,743,79.981,36,94.43,68.91,644,0,1085,0
2913903,Ipiaú,0,,BA,Bahia,14843,40553,280,85.198,36,92.81,63.56,874,0,46,0
2930006,Sebastião Laranjeiras,0,,BA,Bahia,3183,9353,1985,784,36,102.07,62.51,0,0,0,0
2914208,Irajuba,0,,BA,Bahia,2191,6090,459,77.454,36,97.25,67.51,63,0,0,0
2928208,Santana,0,,BA,Bahia,8397,24692,1909,83.257,36,103.38,68.32,844,0,0,0
2932606,Urandi,0,,BA,Bahia,5135,15354,902,82.726,36,100.22,71.25,36,0,373,0
2912400,Ibipeba,0,,BA,Bahia,5819,16580,1382,84.223,36,102.25,61.03,63,0,4998,0
2928505,Santa Teresinha,0,,BA,Bahia,4013,10425,719,79.062,36,93.6,70.43,46,0,1025,0
2933174,Varzedo,0,,BA,Bahia,3622,9889,221,80.575,36,99.14,64.78,63,0,5,0
2921203,Miguel Calmon,0,,BA,Bahia,9294,24619,1600,83.507,36,96.94,62.73,27,0,950,0
2922300,Muritiba,0,,BA,Bahia,9991,28643,86,88.199,36,87.52,58.36,540,0,2006,0
2932101,Ubaíra,0,,BA,Bahia,6851,18615,659,76.417,36,99.85,64.74,10,0,41,0
2933059,Várzea da Roça,0,,BA,Bahia,5031,13800,468,76.794,36,97.59,73.6,25,0,18,0
2901502,Anguera,0,Área de Expansão Metropolitana,BA,Bahia,3150,11028,188,85.219,36,95.83,68.86,9,0,0,0
2920403,Manoel Vitorino,0,,BA,Bahia,4825,13856,2202,762,36,102.45,68.83,8,0,0,0
2904100,Boquira,0,,BA,Bahia,6448,19315,1426,79.453,36,96.82,74.76,87,0,41,0
2923209,Oliveira dos Brejinhos,0,,BA,Bahia,7530,20699,3313,85.199,36,102.28,74.11,20,0,0,0
2919009,Lajedinho,0,,BA,Bahia,1276,3524,847,81.815,36,98.93,58.65,1,0,0,0
2932507,Una,0,,BA,Bahia,6938,18031,1127,821,36,100.43,60.14,920,0,20,0
2907400,Catolândia,0,,BA,Bahia,1123,3430,703,79.473,36,107.87,62.13,37,0,0,0
2913408,Igaporã,0,,BA,Bahia,4886,15524,837,8.164,36,96.92,73.82,3,0,769,0
2916807,Itarantim,0,,BA,Bahia,6280,17035,1674,83.278,36,103.1,64.4,614,0,0,0
2919058,Lajedo do Tabocal,0,,BA,Bahia,2730,7488,383,81.769,36,99.95,67.58,17,0,198,0
2915700,Itamari,0,,BA,Bahia,2555,7048,143,77.345,36,100.71,64.99,132,0,82,0
2910750,Fátima,0,,BA,Bahia,6801,17894,364,75.061,36,100.26,70.86,144,0,485,0
2921450,Mirante,0,,BA,Bahia,3448,10181,1173,75.889,36,106.76,74.23,17,0,6,0
2921104,Medeiros Neto,0,,BA,Bahia,8470,22166,1312,83.187,36,101.73,67.13,58,0,0,0
2905156,Caetanos,0,,BA,Bahia,3672,11243,767,75.903,36,104.65,73.93,38,0,0,0
2911857,Heliópolis,0,,BA,Bahia,4479,12258,313,73.723,36,100.83,72.9,14,0,2,0
2924801,Piritiba,0,,BA,Bahia,6579,17528,980,83.375,36,96.93,66.74,39,0,94,0
2912509,Ibipitanga,0,,BA,Bahia,4755,13863,954,771,36,99.01,79.3,142,0,175,0
2901106,Amélia Rodrigues,0,Região Metropolitana de Feira de Santana,BA,Bahia,8600,24100,167,90.264,36,87.39,57.61,264,0,521,0
2912905,Ibirataia,0,,BA,Bahia,6913,18769,318,7.784,36,94.55,59.63,39,0,0,0
2933000,Valente,0,,BA,Bahia,9062,24362,395,85.098,36,94.34,62.86,130,0,2,0
2901601,Antas,0,,BA,Bahia,4484,14195,320,81.688,36,100.65,83.85,90,0,394,0
2932309,Ubatã,0,,BA,Bahia,5862,16089,178,83.425,36,93.67,63.37,43,0,4,0
2911808,Guaratinga,0,,BA,Bahia,7244,19016,2189,72.412,36,105.87,67.97,948,0,0,0
2904605,Brumado,0,,BA,Bahia,24535,70462,2208,88.065,36,95.11,61.33,617,0,0,0
2906709,Cândido Sales,0,,BA,Bahia,8890,25226,1170,79.962,36,99,61.36,131,0,15,0
2913606,Ilhéus,0,,BA,Bahia,66586,178207,1589,90.858,36,91.87,56.87,12941,0,2159,0
2908804,Contendas do Sincorá,0,,BA,Bahia,1518,4327,977,8.287,36,102.38,77.7,35,0,247,0
2913507,Iguaí,0,,BA,Bahia,7951,21440,860,75.936,36,102.52,65.73,40,0,30,0
2917201,Ituaçu,0,,BA,Bahia,6191,17876,1199,78.516,36,99.38,68.76,124,0,209,0
2903102,Barra do Rocha,0,,BA,Bahia,2141,5772,214,73.776,36,109.39,60.08,26,0,8,0
2922102,Mundo Novo,0,,BA,Bahia,6437,17278,1492,81.664,36,97.14,63.37,17,0,75,0
2931707,Terra Nova,0,,BA,Bahia,3790,10790,193,89.606,36,90.44,61.14,74,0,421,0
2915205,Itagibá,0,,BA,Bahia,5441,15284,811,81.042,36,101.18,63.19,59,0,0,0
2916708,Itaquara,0,,BA,Bahia,2775,8150,344,78.569,36,99.98,65.74,1,0,0,0
2923407,Palmas de Monte Alto,0,,BA,Bahia,6773,20062,2560,77.203,36,102.26,67.35,130,0,3183,0
2924058,Pé de Serra,0,,BA,Bahia,4878,13215,597,79.883,36,96.19,68.94,32,0,7,0
2910107,Dom Basílio,0,,BA,Bahia,3782,11878,690,81.365,36,104.23,70.07,4,0,0,0
2929503,São Sebastião do Passé,0,Região Metropolitana de Salvador,BA,Bahia,15128,40913,537,89.128,36,89.93,53.5,197,0,790,0
2930600,Serrolândia,0,,BA,Bahia,5200,13306,322,79.431,36,95.33,67.3,219,0,394,0
2919926,Madre de Deus,0,Região Metropolitana de Salvador,BA,Bahia,6773,18406,32,95.578,36,88.47,47.06,729,0,4,0
2927804,Santa Cruz da Vitória,0,,BA,Bahia,1692,4654,284,78.993,36,99.7,65.24,42,0,0,0
2909802,Cruz das Almas,0,,BA,Bahia,21726,60257,139,91.316,36,87.22,56.34,745,0,835,0
2923308,Ouriçangas,0,,BA,Bahia,2783,7708,157,80.262,36,93.04,64.61,165,0,804,0
2920601,Maragogipe,0,,BA,Bahia,12953,35791,438,82.405,36,95.42,55.82,310,0,5809,1385
2922755,Nova Ibiá,0,,BA,Bahia,2401,6492,203,7.848,36,106.77,53.61,2,0,178,0
2919504,Livramento de Nossa Senhora,0,,BA,Bahia,14710,43884,1953,82.798,36,100.4,64.17,171,0,2819,0
2900504,Érico Cardoso,0,,BA,Bahia,3107,10600,735,75.831,36,99.36,80.22,2,0,555,0
2304277,Ererê,0,,CE,Ceará,2248,6473,363,75.903,36,98.83,66.64,4,0,0,0
2308351,Milhã,0,,CE,Ceará,4660,14094,502,81.331,36,100.1,73.45,4,0,141,0
2308708,Morada Nova,0,,CE,Ceará,22663,61383,2764,79.169,36,97.22,69.66,23,0,0,0
2312700,Senador Pompeu,0,,CE,Ceará,8958,24241,957,78.632,36,95.33,72.25,5,0,0,0
2306900,Jaguaribe,0,,CE,Ceará,12399,33708,1877,81.787,36,94.16,69.06,8,0,0,0
2310902,Piquet Carneiro,0,,CE,Ceará,5737,16609,590,80.317,36,98.97,81.85,5,0,0,0
2303600,Catarina,0,,CE,Ceará,3651,10231,488,73.738,36,97.4,73.31,1,0,0,0
2301505,Arneiroz,0,,CE,Ceará,2599,7408,1068,75.888,36,100.3,72.6,8,0,0,0
2305654,Ipaporanga,0,,CE,Ceará,4296,11566,705,76.565,36,98.58,72.68,5,0,0,0
2313104,Tabuleiro do Norte,0,,CE,Ceará,11737,30629,1048,81.173,36,90.97,65.31,7,0,0,0
2310001,Palhano,0,,CE,Ceará,3256,9343,437,77.781,36,99.96,69.52,3,0,0,0
3201704,Conceição do Castelo,0,,ES,Espírito Santo,4466,11932,370,92.223,36,100.15,66.71,8,0,0,0
3202009,Dores do Rio Preto,0,,ES,Espírito Santo,2485,6590,159,88.728,36,100.61,61.55,9,0,0,0
3205069,Venda Nova do Imigrante,0,,ES,Espírito Santo,8902,23822,186,9.467,36,96.48,61.14,15,0,0,0
3205036,Vargem Alta,0,,ES,Espírito Santo,7122,19544,418,93.187,36,103.29,61.27,8,0,444,0
3203700,Muniz Freire,0,,ES,Espírito Santo,6712,18140,679,8.813,36,103.01,65.1,13,0,14,0
3203502,Montanha,0,,ES,Espírito Santo,7017,18869,1099,87.577,36,97.84,60.26,24,0,27,0
3200706,Atilio Vivacqua,0,,ES,Espírito Santo,3844,10522,233,92.564,36,99.43,59.44,3,0,0,0
3204203,Piúma,0,,ES,Espírito Santo,8500,22237,74,9.545,36,95.6,58.91,29,0,0,0
3200904,Barra de São Francisco,0,,ES,Espírito Santo,16054,42227,945,89.232,36,97.63,57.69,32,0,0,0
3203346,Marechal Floriano,0,,ES,Espírito Santo,6607,17608,285,93.927,36,99.42,57.6,12,0,0,0
3203320,Marataízes,0,,ES,Espírito Santo,14966,41823,130,92.859,36,95.97,62.95,27,0,11,0
3204708,São Gabriel da Palha,0,,ES,Espírito Santo,12624,32219,435,93.289,36,97.08,62.89,20,0,0,0
3202306,Guaçuí,0,,ES,Espírito Santo,10952,29264,468,91.159,36,94.58,66.93,38,0,91,0
3200409,Anchieta,0,,ES,Espírito Santo,11037,29943,410,95.599,36,97.74,59.31,333,0,0,0
3201001,Boa Esperança,0,,ES,Espírito Santo,5039,13568,429,89.318,36,98.77,59.7,7,0,0,0
3204658,São Domingos do Norte,0,,ES,Espírito Santo,3096,8337,299,92.322,36,109.9,68.11,4,0,0,0
3203908,Nova Venécia,0,,ES,Espírito Santo,18589,48944,1440,92.311,36,98.07,61.14,54,0,0,0
5212105,Joviânia,0,,GO,Goiás,2730,7106,446,92.221,36,102.63,63.64,24,0,0,0
5206404,Crixás,0,,GO,Goiás,6186,17006,4673,90.523,36,105.21,50.49,48,0,0,0
5220157,São Luíz do Norte,0,,GO,Goiás,1797,4832,584,88.499,36,103.92,52.16,16,0,147,27
5209937,Inaciolândia,0,,GO,Goiás,2207,5886,689,87.534,36,101.08,60.69,23,0,0,0
5219712,Santo Antônio da Barra,0,,GO,Goiás,1570,4262,450,86.756,36,108.76,62.69,1,0,0,0
5219803,São Domingos,0,,GO,Goiás,3469,9671,3336,8.434,36,111.66,52.07,3,0,0,0
5201801,Aragoiânia,0,Região Metropolitana de Goiânia,GO,Goiás,4648,11846,218,91.399,36,99.23,54.5,5,0,0,0
5217401,Pires do Rio,0,,GO,Goiás,12264,32061,1078,94.823,36,98.39,67.78,52,0,0,0
5218607,Rialma,0,,GO,Goiás,4473,12071,268,94.435,36,97.68,63.33,20,0,0,0
5205802,Corumbá de Goiás,0,Região Integrada de Desenvolvimento do Distrito Federal e Entorno,GO,Goiás,3719,10351,1065,89.883,36,104.89,67.46,58,0,72,0
5201454,Aparecida do Rio Doce,0,,GO,Goiás,1099,2872,603,91.553,36,99.11,56.48,5,0,0,0
5211503,Itumbiara,0,,GO,Goiás,39710,107289,2447,9.449,36,94.64,56.77,234,0,229,0
5203575,Bonópolis,0,,GO,Goiás,1237,3282,1635,86.756,36,104.15,54.64,6,0,0,0
